181,0
220,0
158,0
287,0
353,0
306,0
242,1
233,0
180,1
255,0
176,0
313,1
116,0
265,0
98,0
76,0
362,0
341,0
264,0
16,0
215,0
9,1
333,0
85,0
211,1
44,0
332,0
11,0
272,1
35,0
251,0
141,0
118,0
91,1
69,0
187,0
260,0
107,1
38,0
135,0
324,1
61,0
335,0
174,0
258,0
194,0
115,0
237,0
138,1
354,1
184,0
208,0
198,1
291,0
275,0
347,0
145,0
321,1
106,1
165,0
57,0
355,0
350,0
317,1
192,0
173,0
161,0
83,0
195,0
299,1
151,0
304,0
41,1
282,0
93,0
51,0
364,0
268,1
23,0
203,0
235,0
102,1
6,0
295,1
352,0
49,0
154,0
32,0
121,0
111,1
55,0
8,0
119,0
43,0
280,0
127,1
189,0
7,0
169,1
206,1
65,1
123,1
52,0
190,1
177,0
179,1
286,0
325,0
132,0
133,0
274,0
117,0
365,0
312,0
303,0
209,0
216,1
269,0
88,0
288,1
249,1
346,0
278,0
193,0
214,0
238,0
289,0
322,0
349,1
222,1
129,1
302,0
156,1
14,1
178,1
87,1
236,0
130,0
305,0
358,0
270,1
311,0
148,0
67,0
86,0
319,0
328,0
359,1
221,0
243,1
351,1
2,0
309,0
149,0
357,0
239,0
175,0
72,0
28,1
80,0
361,1
248,1
277,1
263,1
17,0
125,0
122,0
360,0
155,0
185,0
331,0
79,0
68,1
18,0
301,0
320,0
54,0
26,0
4,0
112,1
252,1
33,0
254,1
39,0
150,0
246,1
345,1
82,0
131,0
212,0
218,0
296,0
224,0
308,0
94,0
142,1
329,0
73,0
163,0
259,1
120,0
70,1
103,0
228,0
204,1
316,1
371,1
104,0
229,0
262,0
369,0
1,0
196,0
77,0
283,1
210,0
202,1
234,0
36,0
126,0
108,0
186,1
330,0
25,0
48,0
170,0
15,0
298,0
60,1
344,0
338,0
168,1
276,1
45,1
89,0
327,0
152,1
240,1
153,0
256,0
21,1
182,0
27,0
167,0
62,1
267,0
66,0
318,1
348,0
244,0
336,0
219,0
157,0
226,0
140,0
13,0
250,1
191,0
200,0
223,1
22,0
97,1
24,0
326,0
245,1
261,0
92,0
217,1
199,0
232,0
253,1
114,0
124,0
279,1
231,1
366,0
105,1
81,1
84,1
334,0
30,0
285,0
340,0
58,0
31,0
273,1
139,0
46,1
213,0
146,0
207,0
10,0
101,1
29,0
297,0
290,0
356,0
63,0
284,1
281,1
64,0
271,0
95,0
59,0
323,0
314,0
19,1
266,0
363,0
160,0
136,0
172,1
71,0
247,0
42,1
53,0
342,0
90,0
166,0
201,1
241,0
293,1
339,0
143,0
113,0
137,0
74,0
164,1
134,0
183,0
47,0
50,0
310,1
56,0
315,1
159,0
20,0
99,0
147,1
230,0
128,1
144,1
75,0
307,1
294,0
205,0
343,0
5,0
96,1
370,0
292,0
110,0
109,1
171,0
78,0
100,0
3,0
367,0
40,0
300,0
257,1
188,1
162,0
227,0
368,0
34,0
12,1
197,0
337,1
37,1
